lead_id,date,channel,device,company_size,sector,region,status
11876,2025-09-05,LinkedIn,Mobile,1000+,Travel,Nouvelle-Aquitaine,SQL
14685,2025-09-05,Facebook Ads,Mobile,100-500,Energy,PAC,MQL
13559,2025-09-05,Facebook Ads,Desktop,10-50,Travel,Grand Est,SQL
14016,2025-09-05,Instagram Ads,Mobile,1-10,Retail,PAC,SQL
14605,2025-09-05,Instagram Ads,Desktop,10-50,Industry,IdF,Client
11384,2025-09-05,LinkedIn,Mobile,100-500,Energy,Grand Est,MQL
12915,2025-09-05,LinkedIn,Mobile,1-10,Energy,Grand Est,SQL
12897,2025-09-05,Facebook Ads,Mobile,10-50,Media,Hauts-de-France,MQL
14702,2025-09-05,LinkedIn,Desktop,1-10,Media,Bretagne,MQL
10266,2025-09-05,LinkedIn,Mobile,100-500,Media,IdF,Client
11119,2025-09-05,Emailing,Desktop,50-100,Tech,Occitanie,MQL
11706,2025-09-05,LinkedIn,Tablet,50-100,Retail,PAC,Client
13699,2025-09-05,Emailing,Mobile,10-50,Travel,ARA,SQL
10874,2025-09-05,Emailing,Mobile,10-50,Retail,IdF,Client
10876,2025-09-05,LinkedIn,Desktop,100-500,Health,ARA,MQL
14379,2025-09-05,Facebook Ads,Mobile,10-50,Travel,PAC,MQL
14088,2025-09-05,Instagram Ads,Mobile,10-50,Media,IdF,SQL
12355,2025-09-05,Emailing,Desktop,10-50,Media,Occitanie,MQL
11105,2025-09-05,Emailing,Mobile,1-10,Tech,PAC,MQL
12630,2025-09-05,LinkedIn,Mobile,50-100,Travel,PAC,SQL
12471,2025-09-05,Instagram Ads,Mobile,1-10,Energy,Hauts-de-France,MQL
14114,2025-09-05,LinkedIn,Mobile,10-50,Finance,ARA,SQL
14113,2025-09-05,Emailing,Mobile,100-500,Energy,IdF,Client
12372,2025-09-05,LinkedIn,Mobile,50-100,Tech,ARA,MQL
13502,2025-09-05,Instagram Ads,Mobile,1000+,Tech,ARA,SQL
11995,2025-09-05,LinkedIn,Mobile,500-1000,Energy,IdF,SQL
14917,2025-09-05,Facebook Ads,Mobile,10-50,Industry,PAC,MQL
12843,2025-09-05,Instagram Ads,Mobile,10-50,Retail,IdF,MQL
12628,2025-09-05,Facebook Ads,Tablet,500-1000,Finance,Occitanie,MQL
10437,2025-09-05,Instagram Ads,Desktop,1-10,Finance,Occitanie,MQL
12145,2025-09-05,Instagram Ads,Desktop,100-500,Media,Pays de la Loire,SQL
11591,2025-09-05,Instagram Ads,Mobile,100-500,Energy,PAC,SQL
14305,2025-09-05,Emailing,Mobile,1-10,Finance,IdF,SQL
10467,2025-09-05,Instagram Ads,Desktop,1000+,Finance,ARA,MQL
11495,2025-09-05,LinkedIn,Mobile,100-500,Retail,PAC,SQL
10515,2025-09-05,Emailing,Desktop,10-50,Energy,Grand Est,MQL
11646,2025-09-05,Emailing,Desktop,1000+,Retail,ARA,MQL
10409,2025-09-05,Emailing,Mobile,100-500,Energy,Grand Est,MQL
10517,2025-09-05,Instagram Ads,Desktop,10-50,Travel,Grand Est,MQL
10672,2025-09-05,Emailing,Desktop,1-10,Media,Grand Est,Client
13416,2025-09-05,Facebook Ads,Desktop,500-1000,Travel,PAC,Client
12243,2025-09-05,Instagram Ads,Mobile,10-50,Industry,Nouvelle-Aquitaine,SQL
14767,2025-09-05,Emailing,Desktop,10-50,Energy,Occitanie,SQL
10543,2025-09-05,LinkedIn,Desktop,100-500,Travel,Hauts-de-France,MQL
13663,2025-09-05,Emailing,Mobile,10-50,Tech,Occitanie,MQL
14806,2025-09-05,Emailing,Desktop,500-1000,Industry,Nouvelle-Aquitaine,MQL
14837,2025-09-05,Facebook Ads,Mobile,1-10,Energy,Pays de la Loire,Client
10065,2025-09-05,Facebook Ads,Mobile,1-10,Media,ARA,SQL
13758,2025-09-05,Facebook Ads,Mobile,50-100,Finance,PAC,SQL
12257,2025-09-05,Facebook Ads,Mobile,10-50,Media,Nouvelle-Aquitaine,SQL
12523,2025-09-05,Facebook Ads,Desktop,50-100,Finance,Hauts-de-France,MQL
13670,2025-09-05,Emailing,Tablet,10-50,Tech,IdF,MQL
13671,2025-09-05,Emailing,Mobile,100-500,Industry,PAC,SQL
11460,2025-09-05,Facebook Ads,Mobile,10-50,Education,Hauts-de-France,SQL
12089,2025-09-05,Facebook Ads,Mobile,1000+,Media,Hauts-de-France,SQL
10418,2025-09-05,LinkedIn,Mobile,100-500,Industry,PAC,MQL
14829,2025-09-05,Facebook Ads,Desktop,50-100,Finance,ARA,MQL
11459,2025-09-05,LinkedIn,Mobile,1-10,Retail,Hauts-de-France,MQL
10110,2025-09-05,Facebook Ads,Tablet,50-100,Travel,Hauts-de-France,SQL
13852,2025-09-05,LinkedIn,Mobile,1000+,Education,Grand Est,Client
14390,2025-09-05,Emailing,Tablet,50-100,Health,IdF,Client
12251,2025-09-05,Instagram Ads,Tablet,1-10,Education,IdF,MQL
13216,2025-09-05,Emailing,Mobile,50-100,Health,Nouvelle-Aquitaine,SQL
14764,2025-09-05,Facebook Ads,Desktop,10-50,Health,IdF,SQL
11508,2025-09-05,LinkedIn,Desktop,10-50,Tech,Bretagne,MQL
14757,2025-09-05,Instagram Ads,Tablet,500-1000,Finance,Grand Est,MQL
11812,2025-09-05,Emailing,Mobile,1-10,Education,Occitanie,MQL
11802,2025-09-05,Facebook Ads,Mobile,1-10,Energy,Nouvelle-Aquitaine,MQL
11570,2025-09-05,LinkedIn,Mobile,10-50,Health,Nouvelle-Aquitaine,Client
12099,2025-09-05,Facebook Ads,Desktop,1000+,Retail,IdF,MQL
13340,2025-09-05,Instagram Ads,Desktop,1-10,Tech,Nouvelle-Aquitaine,MQL
11450,2025-09-05,Facebook Ads,Desktop,1-10,Retail,PAC,Client
10737,2025-09-05,Instagram Ads,Mobile,50-100,Media,Pays de la Loire,SQL
13164,2025-09-05,Emailing,Mobile,1-10,Tech,Nouvelle-Aquitaine,MQL
13008,2025-09-05,LinkedIn,Desktop,1000+,Industry,Occitanie,MQL
13439,2025-09-05,Instagram Ads,Mobile,10-50,Retail,Bretagne,MQL
13920,2025-09-05,Instagram Ads,Mobile,10-50,Media,Bretagne,MQL
12234,2025-09-05,LinkedIn,Mobile,1-10,Health,IdF,MQL
12060,2025-09-05,Emailing,Tablet,100-500,Industry,Bretagne,MQL
11536,2025-09-05,Emailing,Desktop,1-10,Industry,Grand Est,SQL
13162,2025-09-05,Facebook Ads,Mobile,10-50,Health,Nouvelle-Aquitaine,MQL
11610,2025-09-05,Instagram Ads,Desktop,10-50,Industry,Bretagne,MQL
14483,2025-09-05,Facebook Ads,Desktop,1-10,Tech,Grand Est,MQL
11613,2025-09-05,Facebook Ads,Mobile,100-500,Energy,Hauts-de-France,SQL
10383,2025-09-05,Instagram Ads,Mobile,50-100,Education,Nouvelle-Aquitaine,MQL
11529,2025-09-05,Facebook Ads,Desktop,10-50,Health,Grand Est,MQL
13980,2025-09-05,Instagram Ads,Desktop,1-10,Travel,PAC,SQL
13018,2025-09-05,Emailing,Mobile,10-50,Energy,Grand Est,SQL
10504,2025-09-05,LinkedIn,Mobile,1-10,Industry,IdF,Client
13624,2025-09-05,Emailing,Mobile,10-50,Energy,Grand Est,MQL
14785,2025-09-05,Facebook Ads,Desktop,10-50,Industry,PAC,MQL
10097,2025-09-05,Facebook Ads,Mobile,100-500,Industry,Occitanie,SQL
10095,2025-09-05,Facebook Ads,Mobile,50-100,Finance,IdF,SQL
14320,2025-09-05,LinkedIn,Mobile,50-100,Finance,Hauts-de-France,MQL
11607,2025-09-05,Instagram Ads,Mobile,1-10,Industry,PAC,MQL
13324,2025-09-05,Instagram Ads,Mobile,1000+,Retail,Grand Est,MQL
12165,2025-09-05,Instagram Ads,Mobile,50-100,Media,ARA,MQL
14257,2025-09-06,Facebook Ads,Mobile,100-500,Education,IdF,MQL
13113,2025-09-06,Emailing,Desktop,1-10,Media,IdF,SQL
12868,2025-09-06,Facebook Ads,Mobile,50-100,Education,ARA,SQL
14205,2025-09-06,Facebook Ads,Mobile,1000+,Energy,IdF,MQL
14694,2025-09-06,Facebook Ads,Mobile,1-10,Health,IdF,MQL
11563,2025-09-06,Emailing,Mobile,500-1000,Finance,IdF,MQL
14793,2025-09-06,Facebook Ads,Mobile,1000+,Industry,Hauts-de-France,MQL
11116,2025-09-06,Emailing,Desktop,500-1000,Retail,Grand Est,MQL
13408,2025-09-06,Emailing,Mobile,1000+,Retail,Hauts-de-France,SQL
11348,2025-09-06,Instagram Ads,Mobile,50-100,Retail,Bretagne,MQL
10637,2025-09-06,Emailing,Desktop,1-10,Travel,Pays de la Loire,MQL
11821,2025-09-06,Emailing,Mobile,1000+,Health,ARA,SQL
12139,2025-09-06,Instagram Ads,Mobile,10-50,Travel,IdF,MQL
12830,2025-09-06,Facebook Ads,Mobile,50-100,Finance,Occitanie,SQL
11110,2025-09-06,Instagram Ads,Tablet,100-500,Finance,PAC,Client
14444,2025-09-06,Facebook Ads,Mobile,1-10,Education,PAC,SQL
14280,2025-09-06,Emailing,Mobile,100-500,Travel,Pays de la Loire,Client
13235,2025-09-06,Emailing,Mobile,10-50,Retail,PAC,SQL
11991,2025-09-06,Emailing,Mobile,1-10,Energy,Hauts-de-France,SQL
10643,2025-09-06,Facebook Ads,Mobile,100-500,Tech,Nouvelle-Aquitaine,SQL
14612,2025-09-06,Facebook Ads,Tablet,10-50,Finance,Occitanie,SQL
10397,2025-09-06,Facebook Ads,Mobile,1000+,Finance,Pays de la Loire,MQL
12641,2025-09-06,Emailing,Mobile,1-10,Finance,Pays de la Loire,MQL
11845,2025-09-06,Emailing,Mobile,100-500,Tech,IdF,MQL
11094,2025-09-06,Emailing,Mobile,10-50,Media,PAC,MQL
13449,2025-09-06,Emailing,Desktop,100-500,Health,Nouvelle-Aquitaine,SQL
14062,2025-09-06,Instagram Ads,Desktop,1-10,Health,IdF,SQL
11081,2025-09-06,Emailing,Tablet,1-10,Travel,IdF,SQL
13152,2025-09-06,LinkedIn,Mobile,100-500,Industry,IdF,SQL
12182,2025-09-06,Emailing,Desktop,10-50,Retail,Bretagne,SQL
10544,2025-09-06,LinkedIn,Desktop,50-100,Media,Nouvelle-Aquitaine,SQL
10220,2025-09-06,LinkedIn,Mobile,10-50,Health,Hauts-de-France,Client
11525,2025-09-06,Emailing,Tablet,1-10,Health,Nouvelle-Aquitaine,Client
13734,2025-09-06,Emailing,Mobile,1-10,Retail,Grand Est,Client
13866,2025-09-06,Facebook Ads,Mobile,1-10,Education,ARA,MQL
10552,2025-09-06,Facebook Ads,Tablet,1-10,Industry,PAC,Client
11006,2025-09-06,LinkedIn,Mobile,1-10,Tech,IdF,MQL
11009,2025-09-06,Facebook Ads,Mobile,10-50,Health,ARA,SQL
13716,2025-09-06,Facebook Ads,Mobile,100-500,Health,IdF,MQL
10566,2025-09-06,Facebook Ads,Desktop,1-10,Tech,IdF,MQL
11016,2025-09-06,Emailing,Mobile,10-50,Education,Hauts-de-France,Client
13378,2025-09-06,Emailing,Mobile,1-10,Energy,Bretagne,MQL
13804,2025-09-06,Emailing,Desktop,500-1000,Media,Pays de la Loire,SQL
11653,2025-09-06,Facebook Ads,Mobile,50-100,Health,Nouvelle-Aquitaine,MQL
14809,2025-09-06,Instagram Ads,Mobile,1000+,Tech,Nouvelle-Aquitaine,MQL
10136,2025-09-06,Facebook Ads,Mobile,1-10,Health,Hauts-de-France,Client
10573,2025-09-06,LinkedIn,Desktop,1-10,Health,ARA,Client
13911,2025-09-06,Emailing,Desktop,10-50,Retail,Occitanie,Client
11027,2025-09-06,Instagram Ads,Mobile,10-50,Education,PAC,MQL
10992,2025-09-06,Emailing,Mobile,1-10,Tech,Nouvelle-Aquitaine,MQL
10990,2025-09-06,Instagram Ads,Mobile,10-50,Tech,PAC,MQL
12746,2025-09-06,Facebook Ads,Mobile,50-100,Health,IdF,SQL
14104,2025-09-06,Facebook Ads,Mobile,10-50,Energy,ARA,MQL
14993,2025-09-06,LinkedIn,Desktop,100-500,Finance,Nouvelle-Aquitaine,SQL
11556,2025-09-06,LinkedIn,Mobile,50-100,Education,Nouvelle-Aquitaine,MQL
11662,2025-09-06,Instagram Ads,Mobile,1-10,Industry,Grand Est,SQL
10240,2025-09-06,Instagram Ads,Tablet,100-500,Health,IdF,SQL
10611,2025-09-06,Instagram Ads,Desktop,1-10,Travel,IdF,MQL
12402,2025-09-06,Facebook Ads,Mobile,500-1000,Education,Grand Est,MQL
14061,2025-09-06,Emailing,Desktop,100-500,Tech,Hauts-de-France,MQL
12765,2025-09-06,Instagram Ads,Desktop,50-100,Energy,Nouvelle-Aquitaine,MQL
14064,2025-09-06,Instagram Ads,Mobile,10-50,Education,Pays de la Loire,MQL
12071,2025-09-06,Facebook Ads,Mobile,500-1000,Finance,Bretagne,MQL
14920,2025-09-06,Instagram Ads,Mobile,1-10,Energy,Pays de la Loire,MQL
11066,2025-09-06,Emailing,Mobile,50-100,Energy,IdF,Client
11285,2025-09-06,Facebook Ads,Mobile,10-50,Industry,Grand Est,MQL
14534,2025-09-06,Facebook Ads,Mobile,1-10,Media,IdF,MQL
12665,2025-09-06,Facebook Ads,Mobile,10-50,Tech,Occitanie,Client
10031,2025-09-06,Emailing,Mobile,10-50,Finance,Hauts-de-France,SQL
13779,2025-09-06,Instagram Ads,Mobile,1-10,Energy,Nouvelle-Aquitaine,SQL
13387,2025-09-06,Facebook Ads,Mobile,1000+,Travel,Hauts-de-France,MQL
10983,2025-09-06,Emailing,Mobile,10-50,Media,Bretagne,MQL
14313,2025-09-06,Instagram Ads,Mobile,50-100,Tech,IdF,Client
12068,2025-09-06,Emailing,Mobile,1-10,Media,Occitanie,MQL
14188,2025-09-06,LinkedIn,Tablet,10-50,Travel,Nouvelle-Aquitaine,SQL
11513,2025-09-06,Emailing,Desktop,500-1000,Energy,Grand Est,SQL
10500,2025-09-06,LinkedIn,Mobile,10-50,Retail,Bretagne,MQL
13910,2025-09-06,Emailing,Desktop,10-50,Education,IdF,Client
12624,2025-09-06,Facebook Ads,Mobile,100-500,Energy,Pays de la Loire,SQL
10323,2025-09-06,Emailing,Tablet,10-50,Tech,IdF,SQL
11452,2025-09-06,Instagram Ads,Mobile,1-10,Media,Occitanie,MQL
14857,2025-09-06,Instagram Ads,Mobile,50-100,Health,Occitanie,MQL
12003,2025-09-06,Emailing,Desktop,1-10,Education,Grand Est,MQL
11952,2025-09-06,LinkedIn,Mobile,1-10,Health,IdF,Client
10805,2025-09-06,LinkedIn,Mobile,1-10,Health,Bretagne,SQL
14587,2025-09-06,Emailing,Mobile,50-100,Education,Pays de la Loire,MQL
10703,2025-09-06,Emailing,Mobile,1000+,Industry,ARA,MQL
11765,2025-09-06,Facebook Ads,Tablet,500-1000,Energy,Grand Est,Client
13968,2025-09-06,LinkedIn,Mobile,50-100,Finance,PAC,MQL
10797,2025-09-06,Facebook Ads,Tablet,10-50,Tech,ARA,MQL
10161,2025-09-06,LinkedIn,Mobile,50-100,Finance,Nouvelle-Aquitaine,MQL
12258,2025-09-06,Facebook Ads,Desktop,500-1000,Finance,Pays de la Loire,SQL
12330,2025-09-06,Emailing,Mobile,50-100,Energy,Hauts-de-France,MQL
12337,2025-09-06,Facebook Ads,Mobile,1-10,Energy,ARA,SQL
10691,2025-09-06,Facebook Ads,Mobile,100-500,Retail,ARA,MQL
13848,2025-09-06,LinkedIn,Mobile,10-50,Education,Occitanie,MQL
12338,2025-09-06,Emailing,Desktop,1-10,Media,Nouvelle-Aquitaine,MQL
12928,2025-09-06,LinkedIn,Desktop,1-10,Travel,IdF,MQL
10071,2025-09-06,Emailing,Desktop,1-10,Tech,IdF,MQL
13053,2025-09-06,Facebook Ads,Desktop,1-10,Education,PAC,SQL
10837,2025-09-06,Facebook Ads,Mobile,1-10,Retail,IdF,SQL
10697,2025-09-06,LinkedIn,Mobile,50-100,Retail,Occitanie,SQL
12564,2025-09-06,Facebook Ads,Mobile,500-1000,Health,Bretagne,SQL
10794,2025-09-06,Emailing,Mobile,10-50,Travel,Bretagne,Client
13787,2025-09-06,Facebook Ads,Desktop,10-50,Retail,IdF,MQL
12993,2025-09-06,Facebook Ads,Mobile,10-50,Travel,IdF,MQL
12290,2025-09-06,LinkedIn,Desktop,10-50,Energy,Bretagne,SQL
14158,2025-09-06,Instagram Ads,Desktop,500-1000,Finance,IdF,MQL
12299,2025-09-06,Facebook Ads,Desktop,500-1000,Tech,ARA,SQL
14867,2025-09-06,Emailing,Mobile,50-100,Energy,ARA,MQL
10443,2025-09-06,Facebook Ads,Tablet,50-100,Health,Grand Est,MQL
14455,2025-09-06,Emailing,Mobile,10-50,Energy,Nouvelle-Aquitaine,Client
10757,2025-09-06,Facebook Ads,Mobile,1-10,Industry,Nouvelle-Aquitaine,SQL
14154,2025-09-06,Emailing,Mobile,500-1000,Retail,Occitanie,SQL
11931,2025-09-06,Facebook Ads,Mobile,1-10,Tech,Hauts-de-France,MQL
13459,2025-09-06,LinkedIn,Mobile,1-10,Health,IdF,MQL
11861,2025-09-06,LinkedIn,Tablet,1-10,Media,IdF,SQL
13015,2025-09-06,Facebook Ads,Desktop,100-500,Travel,PAC,SQL
12113,2025-09-06,Instagram Ads,Mobile,10-50,Tech,Hauts-de-France,MQL
13995,2025-09-06,Facebook Ads,Mobile,50-100,Travel,Bretagne,SQL
11411,2025-09-06,Emailing,Mobile,50-100,Finance,Occitanie,MQL
12553,2025-09-06,Instagram Ads,Mobile,50-100,Industry,ARA,MQL
12319,2025-09-06,Facebook Ads,Tablet,1000+,Travel,PAC,SQL
12119,2025-09-06,Instagram Ads,Mobile,50-100,Retail,PAC,MQL
13288,2025-09-06,Instagram Ads,Mobile,1-10,Education,Nouvelle-Aquitaine,SQL
13476,2025-09-06,Instagram Ads,Mobile,1-10,Energy,Grand Est,SQL
10284,2025-09-06,Facebook Ads,Mobile,10-50,Finance,Hauts-de-France,SQL
10462,2025-09-06,LinkedIn,Mobile,100-500,Travel,Nouvelle-Aquitaine,SQL
14761,2025-09-06,Instagram Ads,Mobile,100-500,Retail,Pays de la Loire,SQL
10839,2025-09-06,LinkedIn,Desktop,10-50,Travel,Hauts-de-France,SQL
11704,2025-09-06,Facebook Ads,Mobile,1-10,Energy,Nouvelle-Aquitaine,MQL
10869,2025-09-06,Instagram Ads,Mobile,500-1000,Retail,ARA,MQL
13260,2025-09-06,Emailing,Mobile,1000+,Travel,IdF,Client
14023,2025-09-06,Instagram Ads,Mobile,10-50,Travel,Pays de la Loire,Client
10334,2025-09-06,Emailing,Tablet,100-500,Industry,Hauts-de-France,SQL
12900,2025-09-06,Emailing,Mobile,1-10,Industry,Pays de la Loire,MQL
13060,2025-09-06,Facebook Ads,Desktop,50-100,Travel,Grand Est,Client
13697,2025-09-06,LinkedIn,Mobile,1000+,Energy,IdF,Client
12128,2025-09-06,Instagram Ads,Mobile,50-100,Energy,Grand Est,MQL
10011,2025-09-06,Instagram Ads,Desktop,50-100,Health,Occitanie,SQL
13869,2025-09-06,Emailing,Mobile,10-50,Tech,IdF,SQL
14563,2025-09-06,Emailing,Mobile,50-100,Finance,Nouvelle-Aquitaine,MQL
11580,2025-09-06,Emailing,Desktop,10-50,Tech,Grand Est,MQL
10673,2025-09-06,Facebook Ads,Mobile,10-50,Travel,IdF,MQL
12129,2025-09-06,Facebook Ads,Tablet,1-10,Media,Pays de la Loire,Client
11879,2025-09-06,Facebook Ads,Mobile,50-100,Retail,IdF,SQL
10407,2025-09-06,Emailing,Mobile,500-1000,Health,ARA,MQL
13596,2025-09-06,Emailing,Mobile,50-100,Finance,Occitanie,MQL
11750,2025-09-06,Facebook Ads,Mobile,1-10,Finance,PAC,MQL
10677,2025-09-06,Facebook Ads,Mobile,100-500,Health,IdF,SQL
14983,2025-09-06,Instagram Ads,Tablet,1-10,Industry,Nouvelle-Aquitaine,MQL
10678,2025-09-06,Instagram Ads,Desktop,1-10,Retail,IdF,MQL
14407,2025-09-06,Emailing,Mobile,50-100,Travel,Nouvelle-Aquitaine,MQL
12238,2025-09-06,Emailing,Desktop,10-50,Energy,Hauts-de-France,SQL
12484,2025-09-06,Facebook Ads,Mobile,50-100,Tech,ARA,SQL
11465,2025-09-06,Emailing,Mobile,100-500,Industry,IdF,SQL
11124,2025-09-06,LinkedIn,Desktop,50-100,Finance,Hauts-de-France,SQL
11181,2025-09-07,Facebook Ads,Mobile,10-50,Media,ARA,MQL
11597,2025-09-07,Emailing,Mobile,100-500,Education,Pays de la Loire,Client
10454,2025-09-07,Emailing,Desktop,100-500,Health,IdF,SQL
11052,2025-09-07,Instagram Ads,Mobile,100-500,Travel,Bretagne,SQL
11596,2025-09-07,Emailing,Mobile,100-500,Travel,IdF,MQL
14101,2025-09-07,Facebook Ads,Desktop,1-10,Education,ARA,MQL
11274,2025-09-07,Facebook Ads,Mobile,100-500,Travel,Grand Est,MQL
10494,2025-09-07,Facebook Ads,Mobile,50-100,Tech,IdF,MQL
13720,2025-09-07,Facebook Ads,Mobile,1000+,Health,Bretagne,MQL
11936,2025-09-07,Emailing,Mobile,10-50,Retail,IdF,SQL
12537,2025-09-07,Emailing,Mobile,500-1000,Health,Grand Est,SQL
13300,2025-09-07,Facebook Ads,Desktop,10-50,Education,Nouvelle-Aquitaine,SQL
14936,2025-09-07,Instagram Ads,Mobile,100-500,Education,Nouvelle-Aquitaine,MQL
13183,2025-09-07,Emailing,Tablet,10-50,Energy,IdF,SQL
13732,2025-09-07,Facebook Ads,Mobile,1-10,Media,PAC,MQL
13641,2025-09-07,Instagram Ads,Mobile,1-10,Tech,Nouvelle-Aquitaine,MQL
12619,2025-09-07,Facebook Ads,Mobile,1-10,Industry,Nouvelle-Aquitaine,MQL
10567,2025-09-07,Facebook Ads,Desktop,10-50,Energy,PAC,SQL
11114,2025-09-07,LinkedIn,Mobile,1-10,Finance,Grand Est,SQL
14611,2025-09-07,Emailing,Mobile,10-50,Industry,Occitanie,SQL
11578,2025-09-07,LinkedIn,Mobile,1000+,Retail,Grand Est,SQL
13553,2025-09-07,Facebook Ads,Mobile,500-1000,Health,Grand Est,SQL
11290,2025-09-07,Facebook Ads,Mobile,1-10,Education,IdF,SQL
14276,2025-09-07,Facebook Ads,Mobile,500-1000,Retail,PAC,MQL
13238,2025-09-07,LinkedIn,Desktop,50-100,Travel,Hauts-de-France,SQL
14367,2025-09-07,Facebook Ads,Desktop,100-500,Travel,Nouvelle-Aquitaine,Client
13867,2025-09-07,LinkedIn,Mobile,10-50,Industry,Grand Est,MQL
11282,2025-09-07,Facebook Ads,Desktop,10-50,Health,Hauts-de-France,MQL
13272,2025-09-07,LinkedIn,Mobile,500-1000,Education,PAC,MQL
11277,2025-09-07,Instagram Ads,Mobile,1-10,Retail,Grand Est,SQL
13564,2025-09-07,Facebook Ads,Mobile,1000+,Media,ARA,MQL
14136,2025-09-07,LinkedIn,Desktop,100-500,Industry,IdF,MQL
13723,2025-09-07,Emailing,Mobile,10-50,Education,ARA,SQL
12650,2025-09-07,Emailing,Mobile,1-10,Retail,IdF,MQL
11233,2025-09-07,Emailing,Mobile,1-10,Media,Hauts-de-France,MQL
11960,2025-09-07,Emailing,Mobile,1-10,Media,IdF,Client
14855,2025-09-07,Emailing,Mobile,100-500,Education,IdF,MQL
14617,2025-09-07,Instagram Ads,Tablet,10-50,Tech,Grand Est,SQL
13891,2025-09-07,Facebook Ads,Desktop,500-1000,Education,Hauts-de-France,MQL
14449,2025-09-07,LinkedIn,Mobile,100-500,Retail,ARA,MQL
11258,2025-09-07,Emailing,Desktop,10-50,Finance,Grand Est,SQL
13281,2025-09-07,Emailing,Tablet,1-10,Retail,ARA,MQL
13356,2025-09-07,LinkedIn,Mobile,1-10,Travel,PAC,MQL
10400,2025-09-07,Emailing,Mobile,1000+,Industry,Grand Est,MQL
12631,2025-09-07,LinkedIn,Mobile,10-50,Media,ARA,Client
11174,2025-09-07,LinkedIn,Mobile,500-1000,Finance,Pays de la Loire,MQL
10171,2025-09-07,Emailing,Mobile,1-10,Media,Occitanie,MQL
11228,2025-09-07,Instagram Ads,Desktop,100-500,Retail,Pays de la Loire,SQL
11098,2025-09-07,Instagram Ads,Mobile,1-10,Health,Occitanie,SQL
13270,2025-09-07,Emailing,Mobile,1-10,Finance,Bretagne,MQL
12153,2025-09-07,Instagram Ads,Desktop,10-50,Education,IdF,Client
10389,2025-09-07,Instagram Ads,Desktop,1-10,Health,Bretagne,MQL
13874,2025-09-07,Emailing,Tablet,10-50,Energy,Nouvelle-Aquitaine,MQL
11284,2025-09-07,Facebook Ads,Mobile,10-50,Media,Nouvelle-Aquitaine,MQL
11642,2025-09-07,Facebook Ads,Mobile,100-500,Finance,PAC,SQL
11266,2025-09-07,Facebook Ads,Tablet,1000+,Retail,Pays de la Loire,MQL
11762,2025-09-07,Emailing,Mobile,10-50,Tech,Hauts-de-France,MQL
12634,2025-09-07,LinkedIn,Desktop,10-50,Energy,Hauts-de-France,MQL
10142,2025-09-07,Facebook Ads,Mobile,10-50,Tech,Hauts-de-France,MQL
11729,2025-09-07,LinkedIn,Desktop,1-10,Retail,PAC,MQL
14030,2025-09-07,LinkedIn,Mobile,100-500,Finance,Grand Est,MQL
11905,2025-09-07,Emailing,Mobile,1-10,Industry,IdF,MQL
10339,2025-09-07,Emailing,Mobile,10-50,Energy,Nouvelle-Aquitaine,SQL
14028,2025-09-07,LinkedIn,Tablet,1-10,Media,PAC,SQL
14027,2025-09-07,Emailing,Mobile,10-50,Retail,IdF,SQL
13813,2025-09-07,LinkedIn,Mobile,1-10,Travel,Grand Est,MQL
12887,2025-09-07,Facebook Ads,Mobile,1-10,Industry,Bretagne,SQL
10879,2025-09-07,Emailing,Mobile,1-10,Education,ARA,Client
11878,2025-09-07,Facebook Ads,Desktop,1000+,Energy,Bretagne,Client
14706,2025-09-07,Instagram Ads,Mobile,1-10,Media,IdF,MQL
12903,2025-09-07,Facebook Ads,Desktop,10-50,Education,IdF,MQL
13816,2025-09-07,Facebook Ads,Mobile,1000+,Education,PAC,Client
12906,2025-09-07,Instagram Ads,Mobile,10-50,Travel,Hauts-de-France,SQL
11381,2025-09-07,Facebook Ads,Mobile,10-50,Industry,Nouvelle-Aquitaine,Client
10845,2025-09-07,Facebook Ads,Mobile,1000+,Industry,IdF,SQL
10859,2025-09-07,Emailing,Mobile,1-10,Retail,Nouvelle-Aquitaine,SQL
12347,2025-09-07,Facebook Ads,Mobile,500-1000,Tech,Bretagne,MQL
12879,2025-09-07,Emailing,Mobile,100-500,Energy,Nouvelle-Aquitaine,MQL
10343,2025-09-07,Facebook Ads,Mobile,1-10,Finance,Nouvelle-Aquitaine,MQL
10915,2025-09-07,Facebook Ads,Mobile,100-500,Energy,Bretagne,Client
12838,2025-09-07,Instagram Ads,Mobile,1-10,Finance,Pays de la Loire,MQL
12839,2025-09-07,Facebook Ads,Desktop,50-100,Finance,Occitanie,MQL
10346,2025-09-07,LinkedIn,Mobile,100-500,Retail,IdF,SQL
14038,2025-09-07,LinkedIn,Desktop,10-50,Education,Grand Est,Client
14261,2025-09-07,Instagram Ads,Mobile,1-10,Industry,Hauts-de-France,SQL
14207,2025-09-07,Facebook Ads,Desktop,50-100,Education,ARA,Client
13950,2025-09-07,Emailing,Mobile,1-10,Retail,PAC,Client
10040,2025-09-07,Emailing,Desktop,100-500,Health,ARA,MQL
13076,2025-09-07,Instagram Ads,Mobile,50-100,Retail,Nouvelle-Aquitaine,SQL
10260,2025-09-07,LinkedIn,Mobile,10-50,Health,Pays de la Loire,SQL
12700,2025-09-07,Facebook Ads,Tablet,10-50,Retail,IdF,Client
10888,2025-09-07,Emailing,Desktop,10-50,Industry,Occitanie,SQL
13075,2025-09-07,Instagram Ads,Mobile,10-50,Retail,IdF,MQL
